,Unnamed: 0_x,English,Chinese_Google,Dict_Acc_Google,Terms_Google,Correct_Terms_Google,Unnamed: 0_y,Chinese_M2M,Dict_Acc_M2M,Terms_M2M,Correct_Terms_M2M,Human Eval Google,Human Eval M2M
44,44,both regimens raised risk for stroke and venous thromboembolism but lowered risk for fractures and diabetes .,这两种方案都会增加中风和静脉血栓栓塞的风险，但会降低骨折和糖尿病的风险。,0.6666666666666666,"['diabetes', 'stroke', 'venous', 'thromboembolism', 'risk', 'raised', 'fractures', 'but', 'and']","['diabetes', 'stroke', 'thromboembolism', 'risk', 'fractures', 'but']",44,"['两种饮食都增加了中风和血管肿瘤的风险,但减少了裂缝和糖尿病的风险。']",0.4444444444444444,"['diabetes', 'stroke', 'venous', 'thromboembolism', 'risk', 'raised', 'fractures', 'but', 'and']","['diabetes', 'stroke', 'risk', 'but']",,
45,45,"although observational studies over the past several decades have linked HT to increased breast cancer risk , the specific associations with HT formulation , route of delivery , and duration have been poorly studied .",尽管过去几十年的观察性研究已将 HT 与乳腺癌风险增加联系起来，但与 HT 配方、分娩途径和持续时间的具体关联研究很少。,0.4615384615384615,"['cancer', 'breast cancer', 'delivery', 'risk', 'specific', 'formulation', 'duration', 'with', 'have', 'over', 'to', 'and', 'past']","['cancer', 'breast cancer', 'delivery', 'risk', 'duration', 'over']",45,"['虽然过去几十年的观测研究将HT与乳腺癌风险增加有关,但与HT的具体组成、分娩路径和持续时间的具体联系已被研究不佳。']",0.5384615384615384,"['cancer', 'breast cancer', 'delivery', 'risk', 'specific', 'formulation', 'duration', 'with', 'have', 'over', 'to', 'and', 'past']","['cancer', 'breast cancer', 'delivery', 'risk', 'duration', 'have', 'over']",,
46,46,all systemic HT formulations ( including those using oral conjugated equine estrogens or estradiol or transdermal estradiol ) were associated with excess risk for breast cancer .,所有全身性 HT 制剂（包括使用口服结合马雌激素或雌二醇或透皮雌二醇的制剂）都与患乳腺癌的风险过高有关。,0.3846153846153846,"['excess', 'cancer', 'oral', 'breast cancer', 'associated', 'equine', 'risk', 'systemic', 'estradiol', 'with', 'estrogens', 'transdermal', 'all']","['cancer', 'breast cancer', 'risk', 'estradiol', 'transdermal']",46,['所有系统的HT配方(包括使用口服合并的乙<unk>雌激素或 estradiol或 transdermal estradiol)都与乳腺癌的过度风险有关。'],0.3076923076923077,"['excess', 'cancer', 'oral', 'breast cancer', 'associated', 'equine', 'risk', 'systemic', 'estradiol', 'with', 'estrogens', 'transdermal', 'all']","['cancer', 'breast cancer', 'risk', 'systemic']",,
47,47,type of progestogen did not appear to affect these associations .,孕激素的类型似乎并未影响这些关联。,0.6666666666666666,"['type', 'affect', 'progestogen']","['type', 'affect']",47,['这种类型的蛋白质似乎不会影响这些组合。'],0.6666666666666666,"['type', 'affect', 'progestogen']","['type', 'affect']",,
48,48,vaginal estrogen was not associated with increased risk .,阴道雌激素与风险增加无关。,0.4,"['estrogen', 'vaginal', 'associated', 'risk', 'with']","['estrogen', 'risk']",48,['阴道雌激素与增加风险无关。'],0.4,"['estrogen', 'vaginal', 'associated', 'risk', 'with']","['estrogen', 'risk']",10.0,10.0
49,49,"assuming the reported associations are causal , the authors estimated the absolute risk for breast cancer up to age 70 .",假设报告的关联是因果关系，作者估计了 70 岁以下患乳腺癌的绝对风险。,0.5,"['cancer', 'absolute', 'breast cancer', 'age', 'risk', 'causal', 'up', 'to']","['cancer', 'absolute', 'breast cancer', 'risk']",49,"['假设报告的协会是因果性的,作者估计到70岁之前患乳腺癌的绝对风险。']",0.5,"['cancer', 'absolute', 'breast cancer', 'age', 'risk', 'causal', 'up', 'to']","['cancer', 'absolute', 'breast cancer', 'risk']",10.0,8.0
50,50,"at 10 years of HT use , risks were approximately twice that at 5 years .",使用 HT 10 年时，风险大约是 5 年时的两倍。,0.2,"['5', 'at', 'approximately', 'that', 'twice']",['5'],50,"['在使用10年HT时,风险大约是5年时的两倍。']",0.2,"['5', 'at', 'approximately', 'that', 'twice']",['5'],10.0,10.0
51,51,"for EPT , both the randomized WHI trial and this new Lancet analysis of observational data indicated an increased risk for breast cancer .",对于 EPT，随机 WHI 试验和这项新的柳叶刀观察数据分析均表明患乳腺癌的风险增加。,0.5,"['lancet', 'cancer', 'data', 'analysis', 'breast cancer', 'risk', 'trial', 'observational data', 'EPT', 'this', 'and', 'new']","['cancer', 'data', 'analysis', 'breast cancer', 'risk', 'new']",51,"['对于EPT,无论是随机的WHI测试还是新的Lancet观测数据分析,都表明乳腺癌的风险增加。']",0.6666666666666666,"['lancet', 'cancer', 'data', 'analysis', 'breast cancer', 'risk', 'trial', 'observational data', 'EPT', 'this', 'and', 'new']","['cancer', 'data', 'analysis', 'breast cancer', 'risk', 'observational data', 'this', 'new']",10.0,10.0
52,52,could the excess risk found in observational studies be exaggerated due to inherent limitations of the study design ?,由于研究设计的固有局限性，是否会夸大观察性研究中发现的额外风险？,0.375,"['excess', 'inherent', 'study', 'be', 'risk', 'design', 'due', 'to']","['risk', 'design', 'to']",52,['在观察研究中发现的过度风险是否会由于研究设计的本质限制而被夸张?'],0.5,"['excess', 'inherent', 'study', 'be', 'risk', 'design', 'due', 'to']","['be', 'risk', 'design', 'to']",10.0,10.0
53,53,"in contrast , in the WHI trial ( and in most randomized trials of HT ) , both users and nonusers underwent uniformly standardized mammographic screening .",相比之下，在 WHI 试验（以及大多数 HT 随机试验）中，使用者和非使用者都接受了统一标准化的乳房 X 光检查。,0.0,"['contrast', 'screening', 'trial', 'and']",[],53,"['相反,在WHI试验(和大多数随机试验的HT)中,用户和未使用者都接受了均匀标准化的乳房筛查。']",0.25,"['contrast', 'screening', 'trial', 'and']",['screening'],10.0,10.0
54,54,"thus , the excess breast cancer risk in observational studies could reflect increased mammographic detection of nonlethal cancers .",因此，观察性研究中乳腺癌风险过高可能反映了非致命性癌症的乳房 X 光检查检测率增加。,0.75,"['excess', 'cancer', 'detection', 'breast cancer', 'reflect', 'risk', 'thus', 'in']","['cancer', 'detection', 'breast cancer', 'reflect', 'risk', 'thus']",54,"['因此,在观测研究中,乳腺癌的过度风险可能会反映非乳腺癌的增加乳腺癌检测。']",0.75,"['excess', 'cancer', 'detection', 'breast cancer', 'reflect', 'risk', 'thus', 'in']","['cancer', 'detection', 'breast cancer', 'reflect', 'risk', 'thus']",,
55,55,"accordingly , one advantage that observational studies have over randomized trials ( usually limited to 5 − 7 years of treatment ) is their ability to assess extended use .",因此，观察性研究优于随机试验（通常限于 5-7 年的治疗）的一个优势是它们能够评估延长使用时间。,0.5,"['5', 'treatment', 'advantage', 'ability', 'assess', 'limited', 'have', 'that', 'over', 'to']","['5', 'treatment', 'advantage', 'assess', 'to']",55,"['因此,观察研究对随机试验(通常限于5～7年的治疗)的一个优点是它们能够评估延长使用。']",0.5,"['5', 'treatment', 'advantage', 'ability', 'assess', 'limited', 'have', 'that', 'over', 'to']","['5', 'treatment', 'advantage', 'assess', 'to']",,
56,56,"understandably , women are often concerned about breast cancer risk as they make decisions about HT ; however , such decisions should be guided by the big picture .",可以理解的是，女性在做出关于 HT 的决定时通常会担心患乳腺癌的风险；但是，此类决策应以大局为指导。,0.7142857142857143,"['cancer', 'breast cancer', 'be', 'picture', 'risk', 'by', 'make']","['cancer', 'breast cancer', 'be', 'risk', 'by']",56,"['可以理解的,女性经常担心乳腺癌的风险,因为他们做出关于HT的决定;但是,这样的决定应该由大图像引导。']",0.7142857142857143,"['cancer', 'breast cancer', 'be', 'picture', 'risk', 'by', 'make']","['cancer', 'breast cancer', 'picture', 'risk', 'by']",,
57,57,"on an absolute scale , many of the risks associated with HT are modest .",从绝对规模上看，许多与 HT 相关的风险是适度的。,0.2,"['scale', 'absolute', 'associated', 'with', 'on']",['absolute'],57,"['在绝对范围内,与HT相关的许多风险是微不足道的。']",0.2,"['scale', 'absolute', 'associated', 'with', 'on']",['absolute'],,
58,58,the largest hazard ratio associated with HT use corresponds to an elevated risk for venous thromboembolism - and using transdermal rather than oral estrogen appeared to attenuate this risk .,与 HT 使用相关的最大风险比对应于静脉血栓栓塞风险的升高 - 使用透皮而不是口服雌激素似乎可以降低这种风险。,0.6,"['estrogen', 'ratio', 'hazard ratio', 'oral', 'venous', 'thromboembolism', 'associated', 'attenuate', 'risk', 'with', 'transdermal', '-', 'this', 'to', 'and']","['estrogen', 'ratio', 'hazard ratio', 'thromboembolism', 'risk', 'transdermal', 'this', 'to', 'and']",58,"['与HT使用相关的最大风险比例相当于血管血管肿瘤的风险增加,而使用跨皮质而不是口服雌激素似乎会减轻这种风险。']",0.4666666666666667,"['estrogen', 'ratio', 'hazard ratio', 'oral', 'venous', 'thromboembolism', 'associated', 'attenuate', 'risk', 'with', 'transdermal', '-', 'this', 'to', 'and']","['estrogen', 'ratio', 'hazard ratio', 'risk', 'this', 'to', 'and']",,
59,59,"for many women , risks associated with HT are offset by reductions in symptoms , improved quality of life , and benefits in other health outcomes , such as fractures .",对于许多女性来说，与 HT 相关的风险会被症状减轻、生活质量改善以及骨折等其他健康结果的益处所抵消。,0.5833333333333334,"['life', 'health', 'quality', 'symptoms', 'offset', 'associated', 'quality of life', 'with', 'fractures', 'in', 'by', 'and']","['life', 'health', 'quality', 'offset', 'quality of life', 'fractures', 'by']",59,"['对于许多妇女来说,与HT相关的风险是由症状的减少、生活质量的改善以及其他健康结果的好处,如骨折来补偿的。']",0.5833333333333334,"['life', 'health', 'quality', 'symptoms', 'offset', 'associated', 'quality of life', 'with', 'fractures', 'in', 'by', 'and']","['life', 'health', 'quality', 'offset', 'quality of life', 'fractures', 'by']",,
60,60,"the net effects of HT are most favorable for recently menopausal women who have moderate to severe vasomotor symptoms and low or average risks for breast cancer , cardiovascular disease , and venous thromboembolism .",HT 的净效应最有利于最近绝经的妇女，她们有中度至重度血管舒缩症状，患乳腺癌、心血管疾病和静脉血栓栓塞症的风险较低或一般。,0.5555555555555556,"['disease', 'cancer', 'cardiovascular', 'net', 'average', 'who', 'vasomotor', 'venous', 'breast cancer', 'moderate', 'symptoms', 'thromboembolism', 'menopausal', 'cardiovascular disease', 'low', 'severe', 'have', 'and']","['disease', 'cancer', 'cardiovascular', 'breast cancer', 'thromboembolism', 'menopausal', 'cardiovascular disease', 'low', 'severe', 'have']",60,"['HT的净效应最有利于最近更年期妇女,患有适度至严重的血管发作症状,乳腺癌、心血管疾病和阴道血管肿瘤的风险较低或平均。']",0.4444444444444444,"['disease', 'cancer', 'cardiovascular', 'net', 'average', 'who', 'vasomotor', 'venous', 'breast cancer', 'moderate', 'symptoms', 'thromboembolism', 'menopausal', 'cardiovascular disease', 'low', 'severe', 'have', 'and']","['disease', 'cancer', 'cardiovascular', 'average', 'breast cancer', 'cardiovascular disease', 'low', 'have']",,
61,61,"in sum , women deserve reliable information in order to make informed decisions - aligned with their personal preferences - on whether the potential benefits of HT are likely to outweigh the potential risks .",总而言之，女性应该得到可靠的信息，以便根据她们的个人喜好做出明智的决定，了解 HT 的潜在益处是否可能超过潜在风险。,0.2222222222222222,"['order', 'potential', 'sum', 'personal', 'information', 'with', '-', 'in order to', 'make']","['information', 'in order to']",61,"['总的来说,妇女应获得可靠的信息,以便根据自己的个人偏好做出有意识的决定,关于HT的潜在好处是否可能超越潜在的风险。']",0.4444444444444444,"['order', 'potential', 'sum', 'personal', 'information', 'with', '-', 'in order to', 'make']","['potential', 'personal', 'information', 'in order to']",,
62,62,"the primary outcome was treatment success , defined as a decrease of 50 % or more in the Gastroesophageal Reflux Disease ( GERD ) -Health Related Quality of Life score ( range , 0 to 50 , with higher scores indicating worse symptoms ) at 1 year .",主要结果是治疗成功，定义为 1 年时胃食管反流病 (GERD) 与健康相关的生活质量评分（范围 0 至 50，评分越高表示症状越严重）下降 50% 或更多。,0.6,"['life', 'disease', 'decrease', 'defined', 'range', 'year', '1', 'outcome', 'quality', 'symptoms', 'gastroesophageal', 'treatment', 'primary', 'success', 'reflux', 'quality of life', 'score', 'with', 'gastroesophageal reflux', 'worse']","['life', 'disease', 'range', 'year', '1', 'outcome', 'quality', 'treatment', 'success', 'reflux', 'quality of life', 'gastroesophageal reflux']",62,"['初步结果是治疗成功,定义为Gastroesophageal Reflux Disease(GERD) -Health Related Quality of Life Score(范围,0至50,高得分表明症状恶化)的50%或以上下降1年。']",0.3,"['life', 'disease', 'decrease', 'defined', 'range', 'year', '1', 'outcome', 'quality', 'symptoms', 'gastroesophageal', 'treatment', 'primary', 'success', 'reflux', 'quality of life', 'score', 'with', 'gastroesophageal reflux', 'worse']","['range', 'year', '1', 'outcome', 'treatment', 'success']",,
