English,Chinese
"from September 2013 through February 2018 , a total of 4018 patients were recruited in 23 centers ( 21 centers in Germany and 2 centers in Italy ) ; 2012 patients were assigned to ticagrelor and 2006 patients were assigned to prasugrel ( Figure 1 ) .","['从2013年9月至2018年2月,共有4018名患者被招募到23个中心(德国21个中心和意大利2个中心);2012年患者被分配到Ticagrelor,2006年患者被分配到Prasugrel(图1)。']"
the baseline characteristics of the patients are listed in Table 1 .,['患者的基本特征在表1中列出。']
"the suspected diagnosis at admission was STEMI in 41.1 % , NSTEMI in 46.2 % , and unstable angina in 12.7 % of the patients .","['在入院时,可疑的诊断为41.1%的STEMI,46.2%的NSTEMI,12.7%的患者患有不稳定的腹泻。']"
"before admission , 34.7 % of patients in the ticagrelor group and 35.6 % of patients in the prasugrel group were receiving aspirin , and 5.0 % of patients in the ticagrelor group and 4.7 % of patients in the prasugrel group were receiving clopidogrel .","['在接入之前,34.7%的Ticagrelor患者和35.6%的Prasugrel患者服用阿司匹林,而5.0%的Ticagrelor患者和4.7%的Prasugrel患者服用Clopidogrel。']"
"in patients presenting with STEMI , the interval from symptom onset to randomization was 3.2 hours ( interquartile range , 1.8 to 7.7 ) in the ticagrelor group and 3.0 hours ( interquartile range , 1.9 to 8.4 ) in the prasugrel group .","['在患有STEMI的患者中,从症状开始到随机化的间隔为3.2小时(四角间范围,1.8至7.7)在蒂卡格勒群体和3.0小时(四角间范围,1.9至8.4)在普拉苏格勒群体。']"
"a total of 84.1 % of the patients underwent PCI , and 2.1 % underwent CABG .","['总共有84.1%的患者接受了PCI,而2.1%的患者接受了CABG。']"
glycoprotein IIb / IIIa inhibitors were used in 12.3 % of the patients who underwent PCI .,['Glycoprotein IIb / IIIa 抑制剂被用于 12.3% 的患有 PCI 的患者。']
"in more than 99 % of the patients who were receiving aspirin at discharge , the daily dose was 100 mg or less . ( angiographic and procedural characteristics are listed in Tables S1 and S2 , respectively , in the Supplementary Appendix . )","['在接收阿司匹林的患者中,超过99%的患者,每日剂量为100毫克或更少(天文学和程序性特征列入表 S1 和 S2,分别,附件。']"
"at discharge , 81.1 % of patients in the ticagrelor group and 80.7 % of patients in the prasugrel group received the randomly assigned trial drug ( Table S3 in the Supplementary Appendix ) .","['在排放时,Ticagrelor群体的81.1%患者和Prasugrel群体的80.7%患者接受了随机分配的试用药物(附件中的S3表)。']"
"the median interval from randomization to discontinuation of the trial drug after discharge was 84 days ( interquartile range , 23 to 181 ) in the ticagrelor group and 109 days ( interquartile range , 35 to 220 ) in the prasugrel group ( P = 0.01 ) .",['从随机化到试用药物排放后的中间间间隔为84天(中间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间间']
the types of antithrombotic therapy received by patients who discontinued the trial medication after discharge are listed in Table S4 in the Supplementary Appendix .,['在排放后停止试用药物的患者接受的抗血管治疗的类型在附件中的S4表中列出。']
"the composite of death from cardiovascular causes , myocardial infarction , or stroke occurred in 161 of 2012 patients ( 8.1 % ) in the ticagrelor group and 124 of 2006 patients ( 6.3 % ) in the prasugrel group ( hazard ratio , 1.32 ; 95 % CI , 1.04 to 1.66 ) .","['因心血管原因、心脏病发作或中风而死亡的组成情况发生在2012年中161名患者(8.1%)中,2006年中124名患者(6.3%)中(危险比例,1.32;95% CI,1.04至1.66)。']"
the incidences of the individual components of the primary end point are shown in Table 2 .,['主要终点的各个组件的影响表2中显示。']
"the rate of death from any cause at 1 year was 4.5 % in the ticagrelor group and 3.7 % in the prasugrel group ( hazard ratio , 1.23 ; 95 % CI , 0.91 to 1.68 ) .","['1年因任何原因死亡率为Ticagrelor群体的4.5%和Prasugrel群体的3.7%(风险比例为1.23;95% CI,0.91至1.68)。']"
"the incidence of myocardial infarction was 4.8 % in the ticagrelor group and 3.0 % in the prasugrel group ( hazard ratio , 1.63 ; 95 % CI , 1.18 to 2.25 ) .","['心脏病发作的发病率在Ticagrelor群体中为4.8%和Prasugrel群体中为3.0%(风险比例为1.63;95% CI,1.18至2.25)。']"
"the incidence of stroke was 1.1 % in the ticagrelor group and 1.0 % in the prasugrel group ( hazard ratio , 1.17 ; 95 % CI , 0.63 to 2.15 ) .","['发作的发病率在Ticagrelor群体中为1.1%和Prasugrel群体中为1.0%(风险比率,1.17;95% CI,0.63至2.15)。']"
"the incidence of definite or probable stent thrombosis was 1.3 % in the ticagrelor group and 1.0 % in the prasugrel group ( hazard ratio , 1.30 ; 95 % CI , 0.72 to 2.33 ) .","['确定的或可能的<unk>血病的发病率在Ticagrelor群体中为1.3%和Prasugrel群体中为1.0%(风险比例为1.30;95% CI,0.72至2.33)。']"
data from the analysis of the primary end point in the prespecified subgroups are shown in Figure S1 in the Supplementary Appendix .,['预定子组中的主要终点分析数据显示在附件中的图 S1 。']
the lower incidence of the composite end point was primarily driven by fewer myocardial infarctions in the prasugrel group than in the ticagrelor group .,['合成终点的较低的发病率主要是由 prasugrel 群体中比 ticagrelor 群体中较少的心脏病发作引起的。']
the benefit of fewer ischemic events with prasugrel did not occur at the expense of an increased risk of bleeding .,['与 prasugrel 较少的催化事件的好处没有发生在增加出血风险的代价。']
the results were consistent across the whole spectrum of presentation of acute coronary syndromes .,"['结果在整个频谱中一致,表现出急性冠状综合征。']"
a particular feature of this trial is that it did not simply compare two antiplatelet drugs .,"['这个试验的一个特征是,它不只是比较两个抗膜药物。']"
"rather , it compared two antiplatelet treatment strategies involving two different drugs .","['相比之下,它比较了两种不同药物的抗细胞治疗策略。']"
the superiority assumption was based on several considerations .,['优越的假设是基于几个考虑。']
"on the basis of the rationale that a stronger platelet inhibition at the time of PCI reduces periprocedural thrombotic risk , the pretreatment strategy with ticagrelor was considered to be advantageous .","['基于在 PCI 时期的更强的平板膜抑制会降低周期流动性血管风险的理由,预治疗策略以 ticagrelor 被认为是有益的。']"
"also , previous findings suggest a consistent benefit of ticagrelor but not a consistent benefit of prasugrel in patients with acute coronary syndromes who receive conservative therapy .","['此外,以前的发现表明Ticagrelor的持久益处,但在接受保守治疗的急性冠状综合征患者中,Prasugrel的不持久益处。']"
