English,Chinese
patients who were assigned to ticagrelor received the loading dose as soon as possible after randomization .,随机分配给醇酐莫沙坦患者的第一剂药应尽快给予。
therapy with prasugrel was started at a loading dose of 60 mg and continued at a maintenance dose of 10 mg once per day .,"therapy with prasugrel was started at a loading dose of 60 mg and continued at a maintenance dose of 10 mg once per day.

Chinese:

普拉苏格尔治疗以60毫克的升级剂量开始，并以每天10毫克的维持剂量持续。"
a reduced maintenance dose of 5 mg daily was recommended in patients who were 75 years of age or older and in those who had a body weight of less than 60 kg .,在75岁或以上的患者和体重小于60公斤的患者中，每天5毫克的维持剂量被建议。
"in the prasugrel group , timing of the initiation of the trial drug depended on the clinical presentation .",在prasugrel小组中，开始使用试验药物的时间取决于临床表现。
trial END POINTS AND DEFINITIONS,Trial end points and definitions are important aspects of clinical research. They help to ensure the safety and efficacy of new treatments and help to ensure that the results of clinical trials are meaningful.
"the primary end point was the composite of death , myocardial infarction , or stroke at 1 year after randomization .",1年随机化后，主要终点是死亡、心肌梗死或中风的组合。
a detailed description of the end points is included in the Supplementary Appendix .,"在补充附录中包含了终点的详细描述。

Chinese:

在补充附录中包含了终点的详细描述。"
"in addition , 100 % of source data were checked for at least 10 % of patients in all centers .",此外，所有中心的100%的患者至少10%的数据源进行了检查。
"the null hypothesis of the trial states that there is no difference between ticagrelor and prasugrel with respect to the treatment effect in patients with acute coronary syndromes for whom invasive evaluation is planned ( hazard ratio , 1 ) .",试验的零假设状态，在计划进行侵入性评估的急性冠状动脉综合征患者中，钛康博与赛普勒之间没有治疗效果方面的差异（危害比，1）。
cumulative incidence functions were computed for end points other than death to account for competing risks .,累积发病率函数被计算出来用于除了死亡以外的终点，以考虑竞争风险。
effect estimates of the secondary end points are presented along with corresponding 95 % confidence intervals .,效应估计的次要终点沿相应的95％置信区间呈现。
the widths of the intervals are not adjusted for multiple comparisons because of the exploratory character of these analyses .,因为这些分析具有探索性质，所以没有对多次比较进行间隔宽度调整。
"patients were evaluated from randomization until death , withdrawal of consent , or the last contact date .",病人从随机分配开始接受评估，直到死亡、撤回同意或最后接触日期。
"from September 2013 through February 2018 , a total of 4018 patients were recruited in 23 centers ( 21 centers in Germany and 2 centers in Italy ) ; 2012 patients were assigned to ticagrelor and 2006 patients were assigned to prasugrel ( Figure 1 ) .",2013年9月至2018年2月，共计4018名患者在23个中心（德国21个中心和意大利2个中心）接受了研究；2012名患者被分配给了醋基阿司匹林，2006名患者被分配给了苯妥英。
the baseline characteristics of the patients are listed in Table 1 .,表1列出了患者的基线特征。
"the suspected diagnosis at admission was STEMI in 41.1 % , NSTEMI in 46.2 % , and unstable angina in 12.7 % of the patients .",疑似入院时的诊断为STEMI的41.1%，NSTEMI的46.2%，不稳定型心绞痛的12.7%。
"before admission , 34.7 % of patients in the ticagrelor group and 35.6 % of patients in the prasugrel group were receiving aspirin , and 5.0 % of patients in the ticagrelor group and 4.7 % of patients in the prasugrel group were receiving clopidogrel .",在入院前，34.7％的西加利尔组患者和35.6％的普拉苏格尔组患者正在服用阿司匹林，而5.0％的西加利尔组患者和4.7％的普拉苏格尔组患者正在服用氯吡格雷。
"in patients presenting with STEMI , the interval from symptom onset to randomization was 3.2 hours ( interquartile range , 1.8 to 7.7 ) in the ticagrelor group and 3.0 hours ( interquartile range , 1.9 to 8.4 ) in the prasugrel group .",在患有STEMI的病人中，起症到随机化的时间间隔为3.2小时(四分位距为1.8至7.7)，而在阿司匹林组中为3.0小时(四分位距为1.9至8.4)。
"a total of 84.1 % of the patients underwent PCI , and 2.1 % underwent CABG .",总计84.1%的病人接受了PCI手术，2.1%的病人接受了CABG手术。
glycoprotein IIb / IIIa inhibitors were used in 12.3 % of the patients who underwent PCI .,12.3% of patients who underwent PCI were treated with glycoprotein IIb / IIIa inhibitors.
"in more than 99 % of the patients who were receiving aspirin at discharge , the daily dose was 100 mg or less . ( angiographic and procedural characteristics are listed in Tables S1 and S2 , respectively , in the Supplementary Appendix . )",在出院时接受阿司匹林治疗的患者中，超过99%的患者每日剂量不超过100毫克。（相关角膜摄影和程序特征分别列在附件1和附件2的表格中。）
"at discharge , 81.1 % of patients in the ticagrelor group and 80.7 % of patients in the prasugrel group received the randomly assigned trial drug ( Table S3 in the Supplementary Appendix ) .",在出院时，81.1%的西加雷尔组患者和80.7%的普拉苏格尔组患者接受了随机分配的试验药物（见表S3在附加附录）。
"the median interval from randomization to discontinuation of the trial drug after discharge was 84 days ( interquartile range , 23 to 181 ) in the ticagrelor group and 109 days ( interquartile range , 35 to 220 ) in the prasugrel group ( P = 0.01 ) .",试验药物停用的随机化中位数间隔为84天（四分位间距为23至181天），而在利尿剂组为109天（四分位间距为35至220天）（P=0.01）。
