,English,Chinese,Reference,BLEU,Dictionary Accuracy
75,"initial slow recruitment of patients resulted in intratrial changes to the protocol , including revised power calculations . ( for details on prerandomization trial procedures , randomization , intratrial changes to the protocol , and the statistical analysis , see the Supplementary Appendix , available at NEJM.org. )","['患者的初始缓慢招聘导致协议的内分子变化,包括修订的功率计算(关于预分测试程序、随机化、内分子协议的变化以及统计分析的详细信息,请参见附件,可在NEJM.org上找到)。']","患者 招募 速度 最初 很 缓慢 , 因此 在 试验 期间 对 方案 进行 了 修改 , 包括 修订 了 统计学 功效 的 计算 ( 有关 随机 分组 前 的 试验 程序 , 随机 分组 , 试验 期间 的 试验 方案 修改 及 统计学 分析 的 详细信息 , 见 补充 附录 , 补充 附录 可 在 NEJM . org 获取 ) .",0.17507998998057367,0.7916666666666667
76,medical Treatment Groups,['医疗治疗组'],药物 治疗 组,0.16413290958881635,0.125
77,investigators and patients were unaware of whether medical treatment was active or placebo .,['研究人员和患者不知道医疗治疗是否活跃或 placebo。'],研究者 和 患者 不 知晓 药物 治疗 是 活性 药物 还是 安慰剂 .,0.15689789028863915,0.46875
78,"at all clinic visits , patients were queried about missed medication doses , and medication counts were performed .","['在所有临床访问中,患者被问及错过的药物剂量,并进行药物计算。']","我们 在 每次 诊所 访视 中均 询问 患者 是否 漏服 药物 , 并 对 药物 进行 计数 .",0.12397211472231726,0.75
79,patients in both groups received active omeprazole at a dose of 20 mg twice daily throughout the trial .,['两组患者在试验期间每天服用20毫克的活性 omeprazole。'],"在 整个 试验 期间 , 两组 患者 均 接受 了 每日 2 次 , 每次 20 mg 剂量 的 活性 奥美拉唑 治疗 .",0.12426013458043575,0.5416666666666666
80,"after discontinuation , patients with contraindications to desipramine were declared to have treatment failure .","['在中断后,患有抗示剂的患者被告知患有治疗失败。']","停药 之后 , 有 地 昔帕明 禁忌证 的 患者 被 宣布 治疗 失败 .",0.172033682193644,1.0
81,surgical Treatment Group,['外科治疗小组'],手术 治疗 组,0.10482090744790598,0.8333333333333333
82,surgical treatment was laparoscopic Nissen fundoplication .,['手术治疗是Laparoscopic Nissen fundoplication。'],手术 治疗 为 腹腔镜 尼森 胃底 折叠 术 .,0.1276928392992284,0.5
83,heartburn medications were prohibited after fundoplication .,['心燃药物被禁止在基金投注后。'],本 试验 禁止 患者 在 胃底 折叠 术后 接受 胃灼热 药物 治疗 .,0.10737566265173183,0.3333333333333333
84,this article does not include all analyses and outcomes that were prespecified in the protocol and does not include any analyses or outcome measures that were not prespecified in the protocol .,"['本条不包括在议定书中预定的所有分析和结果,也不包括在议定书中未预定的任何分析或结果措施。']","本文 未 包括 试验 方案 中 预设 的 所有 分析 和 结局 , 也 未 包括 试验 方案 中未 预设 的 分析 和 结局 指标 .",0.187698357354713,0.8333333333333334
85,"to keep the overall type I error at 0.05 for the null hypothesis , the alpha level for each of the three comparisons was adjusted with the use of the Hochberg method.25","['为了在零假设中保持总类型 I 错误为 0.05,每个三种比较的 alpha 水平通过使用 Hochberg 方法进行调整。']","对于 零 假设 , 为了 将 总体 Ⅰ 型 错误 保持 在 0.05 , 我们 利用 Hochberg 方法 对 三项 比较 中 每项 的 a 水平 进行 了 校正 25 .",0.14857835906268566,0.7351190476190477
86,"we used SAS software , version 9.4 ( SAS Institute ) , for all analyses .","['我们使用SAS软件,版本 9.4(SAS研究所),用于所有分析。']",我们 使用 SAS 软件 9.4 版 ( SAS Institute ) 进行 了 所有 分析 .,0.2537897317807975,0.75
87,prerandomization PROCEDURE EXCLUSIONS,['提前排除程序'],随机 分组 前 的 排除 程序,0.16413290958881635,
88,"a revised power calculation called for 108 randomly assigned patients , but enrollment was capped at 78 solely because of funding limitations .","['一个修订的电力计算呼吁108随机分配的病人,但注册被抓到78仅因为融资限制。']","修订 后 统计学 功效 计算结果 要求 随机 分配 108 例 患者 , 但 由于 研究 资金 有限 , 患者 纳入 工作 在 78 例 患者 之后 终止 .",0.11869640736920137,0.6666666666666666
89,randomly ASSIGNED PATIENTS,['随机注册的病人'],随机 分组 的 患者,0.11630112256788218,
90,"after trial completion , review of primary data collection forms revealed discrepancies in eligibility criteria data for 5 randomly assigned patients , which raised uncertainty about whether these patients met all eligibility criteria .","['试验完成后,初级数据收集表格的审查揭示了5名随机分配的患者资格标准数据的差异,这引起了对这些患者是否符合所有资格标准的不确定性。']","试验 完成 后 , 我们 对 原始数据 收集 表所 做 的 审核 显示 , 5 例 被 随机 分组 的 患者 的 纳入 标准 数据 不 一致 , 因而 不 确定 这些 患者 是否 符合 纳入 标准 .",0.2300553729023196,0.6263495276653173
91,analyses that excluded these 5 patients were similar to our primary analyses ( see the Supplementary Appendix ) .,['排除这些5名患者的分析与我们的初级分析相似(参见附件)。'],排除 这 5 例 患者 后 的 分析 结果 与 主要 分析 结果 相似 ( 见 补充 附录 ) .,0.1538018470764299,0.8666666666666666
92,"the relative risk of treatment success was 2.38 ( 95 % CI , 1.20 to 4.71 ) for surgery versus active medical treatment , 5.78 ( 95 % CI , 1.93 to 17.31 ) for surgery versus control medical treatment , and 2.43 ( 95 % CI , 0.71 to 8.35 ) for active medical treatment versus control medical treatment ( unadjusted comparisons ) .",['治疗成功的相对风险为2.38(95% CI、1.20至4.71 )对手术对活性医疗治疗、5.78(95% CI、1.93至17.31 )对手术对控制医疗治疗、和2.43(95% CI、0.71至8.35 )对活性医疗治疗对控制医疗治疗(不调整的比较)。'],"手术 与 活性 药物 治疗 相比 , 手术 与 对照 药物 治疗 相比 , 以及 活性 药物 治疗 与 对照 药物 治疗 相比 , 治疗 成功 的 相对 危险度 分别 为 2.38 ( 95% CI , 1.20 ~ 4.71 ) , 5.78 ( 95% CI , 1.93 ~ 17.31 ) 和 2.43 ( 95% CI , 0.71 ~ 8.35 ) ( 未 校正 的 比较 ) .",0.31148962334160357,0.7749999999999999
93,the incidence of success in the surgery group was 71 % among the 14 patients with reflux hypersensitivity and 62 % among the 13 with abnormal acid reflux .,['在手术组中成功的发病率为14名患有过敏的患者中71%和13名患有异常酸过敏的患者中62%。'],"在 反流 高 敏感 的 14 例 患者 中 , 手术 组 治疗 的 成功率 为 71% , 在 胃酸 反流 异常 的 13 例 患者 中 , 手术 组 治疗 的 成功率 为 62% .",0.12687272468316338,0.8333333333333333
94,"there were five serious adverse events in 4 patients in the surgery group , four serious adverse events in 4 patients in the active medical group , and five serious adverse events in 3 patients in the control medical group ( Table S3 ) .","['在手术组中有4名患者发生5件严重的副作用,在活跃医疗组中有4名患者发生4件严重的副作用,在控制医疗组中有3名患者发生5件严重的副作用。']","手术 组 4 例 患者 发生 了 5 起 严重 不良 事件 , 活性 药物 治疗 组 4 例 患者 发生 了 4 起 严重 不良 事件 , 对照 药物 治疗 组 3 例 患者 发生 了 5 起 严重 不良 事件 ( 表 S3 ) .",0.13187630883109583,0.4803030303030303
95,"one surgical patient had a herniated Nissen fundoplication that resulted in repeat surgery complicated by postoperative pneumonia ; recovery was complete , and repeat surgery successfully controlled heartburn .","['一名外科病人患有麻醉的尼森基金,结果是由手术后肺炎复杂的重复手术;恢复完成,并重复手术成功控制心燃。']","1 例 手术 患者 的 尼森 胃底 折叠 术 发生 了 疝 , 因而 再次 接受 手术 , 手术 并发 术后 肺炎 ; 患者 完全 康复 , 再次 手术 成功 控制 了 胃灼热 .",0.14208549771054454,0.75
96,there were no deaths .,['没有死亡。'],试验 中 并 无 患者 死亡 .,0.10482090744790598,
97,there were no deaths .,['没有死亡。'],没有 患者 死亡 .,0.12338601240687272,
98,there were no deaths .,['没有死亡。'],无 死亡 事件 发生 .,0.10482090744790598,
99,"in that highly selected group , the incidence of treatment success with laparoscopic Nissen fundoplication at 1 year ( 67 % ) was significantly superior to that with active medical treatment ( 28 % ) or control medical treatment ( 12 % ) .","['在这个精选的群体中,在1年(67%)的拉帕罗斯科尼森药物治疗成功率显著高于活性医疗治疗(28%)或控制医疗治疗(12%)的成功率。']","在 这 一 经过 严格 选择 的 人群 中 , 腹腔镜 尼森 胃底 折叠 术 在 1 年 时 的 治疗 成功率 ( 67% ) 显著 高于 活性 药物 治疗 ( 28% ) 或 对照 药物 治疗 ( 12% ) 的 成功率 .",0.3917852812215303,0.8055555555555556
100,"first , trial patients were given explicit instructions to take omeprazole 30 minutes before meals .","['首先,试验患者被明确指示在晚餐前30分钟服用 omeprazole。']","首先 , 我们 向 试验 参与者 明确 说明 在 餐前 30 分钟 服用 奥美拉唑 .",0.18601234685782922,0.375
101,this is important because PPIs bind only to gastric proton pumps that are actively secreting acid .,"['这很重要,因为PPI仅连接到活跃分泌酸的胃<unk>泵。']","由于 PPI 仅 与 活跃 分泌 胃酸 的 胃 质子泵 结合 , 因此 服药 时间 很 重要 .",0.16247478783176914,0.5555555555555556
102,"fewer than 10 % of those pumps are active during fasting , whereas approximately 70 % are active when stimulated by meals.26","['在禁食期间,不到10%的这些泵是活跃的,而在食物刺激时,约70%是活跃的。']","空腹 期间 仅 有 不到 10% 的 质子泵 活跃 分泌 胃酸 , 而 受到 食物 刺激 后 约 有 70% 的 质子泵 活跃 分泌 胃酸 26 .",0.17376016020497817,0.38888888888888884
103,"consequently , PPIs are most effective when taken before meals .","['因此,PPI在晚餐前服用时最有效。']","因此 , 餐前 服用 PPI 最为 有效 .",0.13740222915988673,
104,"second , patients taking PPIs other than omeprazole at trial entry were switched to omeprazole .","['其次,在试验入口时服用非 omeprazole PPI 的患者被转换为 omeprazole。']","其次 , 对于 进入 试验 时 服用 奥美拉唑 之外 其他 PPI 的 患者 , 我们 将 其 转为 接受 奥美拉唑 治疗 .",0.17557232394938527,0.375
105,"relative potencies of different PPIs vary widely , 27 and individual patients can exhibit considerable variability in response to different PPIs.28","['不同PPI的相对强度广泛不同,27个患者在不同PPI的反应中可能显著变化。']","不同 PPI 的 相对 效能 有 很大 差异 27 , 不同 患者 对 不同 PPI 产生 的 应答 也 有 相当 大 差异 28 .",0.21236706020516996,0.6666666666666666
106,"many patients would not complete this rigorous evaluation , and among those who did , the cause of heartburn in most of them was not GERD .","['许多患者不会完成这项严格的评估,并且在那些这样做的人中,心脏病发作的原因在大多数人中不是GERD。']","许多 患者 未 完成 这一 严格 评估 , 而 在 完成 评估 的 患者 中 , 大部分 患者 的 胃灼热 不是 由 GERD 引起 .",0.14493216999260491,0.625
107,"our finding that reflux hypersensitivity can respond to fundoplication is noteworthy because reflux hypersensitivity is considered a functional disorder , which might not be expected to improve with a procedure that eliminates reflux without altering abnormal esophageal pain perception.10","['我們的發現,反流過敏性可以回應 fundoplication 是值得注意的,因為反流過敏性被認為是一個功能障礙,這可能不會被預計改善一個程序,消除反流,而不改變異常的尿道疼痛感知。']","我们 发现 胃底 折叠 术 可能 对 反流 高 敏感 有效 , 这点 值得 关注 , 因为 反流 高 敏感 被 视为 功能性 疾病 , 而 不 改变 食管 异常 痛觉 , 仅 消除 反流 的 手术 预期 不能 改善 反流 高 敏感 10 .",0.12918773357715366,0.6486531986531987
