,English,Chinese,Reference,BLEU,Dict Acc Exact Match,Terms,Exact Match Terms,Dict Acc Character Level
57,"on an absolute scale , many of the risks associated with HT are modest .",从绝对规模上看，许多与 HT 相关的风险是适度的。,"就 绝对 风险 而言 , 与 激素 疗法 相关 的 许多 风险 都 不大 .",0.14106997545219785,0.3333333333333333,"['scale', 'absolute', 'associated']",['absolute'],0.611111111111111
58,the largest hazard ratio associated with HT use corresponds to an elevated risk for venous thromboembolism - and using transdermal rather than oral estrogen appeared to attenuate this risk .,与 HT 使用相关的最大风险比对应于静脉血栓栓塞风险的升高 - 使用透皮而不是口服雌激素似乎可以降低这种风险。,"与 使用 激素 疗法 相关 的 最大 风险 比 对应 于 静脉 血栓 栓塞 风险 增加 , 而 使用 经皮 给 药 的 雌激素 代替 口服 雌激素 似乎 可 降低 上述 风险 .",0.46277379896100335,0.5,"['estrogen', 'hazard ratio', 'oral', 'venous', 'thromboembolism', 'associated', 'attenuate', 'risk', 'transdermal', '-']","['estrogen', 'hazard ratio', 'thromboembolism', 'risk', 'transdermal']",0.6749999999999999
59,"for many women , risks associated with HT are offset by reductions in symptoms , improved quality of life , and benefits in other health outcomes , such as fractures .",对于许多女性来说，与 HT 相关的风险会被症状减轻、生活质量改善以及骨折等其他健康结果的益处所抵消。,"对于 许多 女性 而言 , 症状 减少 , 生活 质量 改善 及其 他 健康 结局 ( 如 骨折 ) 方面 的 获益 可 抵消 与 激素 疗法 相关 的 风险 .",0.20873446812555904,0.6666666666666666,"['health', 'symptoms', 'offset', 'associated', 'quality of life', 'fractures']","['health', 'offset', 'quality of life', 'fractures']",0.7525252525252526
60,"the net effects of HT are most favorable for recently menopausal women who have moderate to severe vasomotor symptoms and low or average risks for breast cancer , cardiovascular disease , and venous thromboembolism .",HT 的净效应最有利于最近绝经的妇女，她们有中度至重度血管舒缩症状，患乳腺癌、心血管疾病和静脉血栓栓塞症的风险较低或一般。,"激素 疗法 的 净 效应 对 近期 绝经 , 有 中度 至 重度 血管 舒缩 症状 , 并且 乳腺癌 , 心血管 疾病 和 静脉 血栓 栓塞 风险 低 或 一般 的 女性 最为 有利 .",0.4471649846711725,0.5,"['net', 'average', 'vasomotor', 'venous', 'breast cancer', 'moderate', 'symptoms', 'thromboembolism', 'menopausal', 'cardiovascular disease', 'low', 'severe']","['breast cancer', 'thromboembolism', 'menopausal', 'cardiovascular disease', 'low', 'severe']",0.9305555555555555
61,"in sum , women deserve reliable information in order to make informed decisions - aligned with their personal preferences - on whether the potential benefits of HT are likely to outweigh the potential risks .",总而言之，女性应该得到可靠的信息，以便根据她们的个人喜好做出明智的决定，了解 HT 的潜在益处是否可能超过潜在风险。,"总之 , 女性 应 获得 关于 激素 疗法 的 潜在 益处 是否 可能 超过 潜在 风险 的 可靠 信息 , 以便 其 结合 个人 偏好 做出 知情 决策 .",0.3470800301867183,0.2857142857142857,"['potential', 'sum', 'personal', 'information', '-', 'in order to', 'make']","['information', 'in order to']",0.6428571428571429
62,"the primary outcome was treatment success , defined as a decrease of 50 % or more in the Gastroesophageal Reflux Disease ( GERD ) -Health Related Quality of Life score ( range , 0 to 50 , with higher scores indicating worse symptoms ) at 1 year .",主要结果是治疗成功，定义为 1 年时胃食管反流病 (GERD) 与健康相关的生活质量评分（范围 0 至 50，评分越高表示症状越严重）下降 50% 或更多。,"主要 结局 是 治疗 成功 , 定义 为 1 年 时 胃 食管 反流病 ( GERD ) - 健康 相关 生活 质量 评分 ( 范围 , 0 ~ 50 分 , 较 高 的 评分 表示 较 严重 的 症状 ) 降低 ≥ 50% .",0.4133955248142099,0.6,"['disease', 'decrease', 'defined', 'range', 'year', '1', 'outcome', 'symptoms', 'treatment', 'primary', 'success', 'quality of life', 'score', 'gastroesophageal reflux', 'worse']","['disease', 'range', 'year', '1', 'outcome', 'treatment', 'success', 'quality of life', 'gastroesophageal reflux']",0.8111111111111111
63,"a total of 366 patients ( mean age , 48.5 years ; 280 men ) were enrolled .",共有 366 名患者（平均年龄 48.5 岁；280 名男性）入组。,"本 试验 共 纳入 了 366 例 患者 ( 平均年龄 , 48.5 岁 ; 280 例 男性 ) .",0.11847681935141509,0.6666666666666666,"['mean', 'total', 'age']","['mean', 'age']",0.6666666666666666
64,the remaining 78 patients underwent randomization .,其余 78 名患者接受了随机分组。,其余 78 例 患者 被 随机 分组 .,0.20990564201801934,1.0,['randomization'],['randomization'],1.0
65,"the difference in the incidence of treatment success between the active medical group and the control medical group was 16 percentage points ( 95 % confidence interval , − 5 to 38 ; P = 0.17 ) .",活性药物组和对照药物组治疗成功率的差异为16个百分点（95%置信区间，-5至38；P=0.17）。,"活性 药物 治疗 组和 对照 药物 治疗 组 之间 的 治疗 成功率 差异 为 16 个 百分点 ( 95% 置信区间 , - 5 ~ 38 ; P = 0.17 ) .",0.3369551673101107,0.5833333333333334,"['group', 'percentage', '5', 'incidence', 'control', 'medical', 'active', 'difference', 'treatment', 'success', 'confidence interval', 'P']","['group', '5', 'control', 'difference', 'treatment', 'success', 'confidence interval']",0.8333333333333334
66,"for that highly selected subgroup , surgery was superior to medical treatment . ( Funded by the Department of Veterans Affairs Cooperative Studies Program ; ClinicalTrials.gov number , NCT01265550 . )",对于那个经过严格挑选的亚组，手术优于药物治疗。 （由退伍军人事务部合作研究计划资助；ClinicalTrials.gov 编号，NCT01265550。）,"对于 这一 经过 严格 选择 的 亚组 , 手术 治疗 的 效果 优于 药物 治疗 ( 由 美国 退伍军人 事务部 合作 研究 计划 [ Department of Veterans Affairs Cooperative Studies Program ] 资助 ; 在 ClinicalTrials . gov 注册号 为 NCT01265550 ) .",0.2146528376407389,0.5,"['cooperative', 'program', 'surgery', 'department', 'superior', 'medical treatment', 'number', 'subgroup']","['program', 'surgery', 'department', 'number']",0.715625
67,"in the United States , approximately 20 % of adults regularly have symptoms of gastroesophageal reflux disease ( GERD ) , 1 and annual costs for managing GERD exceed $ 12 billion.2",在美国，大约 20 % 的成年人经常有胃食管反流病 ( GERD ) 的症状 1 ，每年管理 GERD 的费用超过 120 亿美元。 2,"美国 大约 20% 的 成人 经常 有 胃 食管 反流病 ( GERD ) 的 症状 1 , 每年 用于 治疗 GERD 的 费用 超过 120 亿美元 2 .",0.6125534377091559,0.5714285714285714,"['annual', 'disease', '1', 'symptoms', 'gastroesophageal reflux', 'approximately', 'exceed']","['disease', '1', 'gastroesophageal reflux', 'exceed']",0.7142857142857143
68,PPIs are often continued despite inadequate symptom relief.11,尽管症状缓解不充分，但 PPI 通常会继续使用。 11,"患者 的 常见 状况 是 即使 症状 未能 充分 缓解 , 但 仍 继续 使用 PPI 11 .",0.12793692703510642,0.3333333333333333,"['symptom', 'inadequate', 'despite']",['symptom'],0.5
69,"alternatively , for patients with reflux hypersensitivity , surgical reduction of reflux might not relieve symptoms generated by a hypersensitive esophagus .",或者，对于反流过敏的患者，减少反流的手术可能无法缓解由过敏性食管引起的症状。,"也 可能 是 对于 反流 高 敏感 的 患者 , 通过 手术 减少 反流 可能 并 不能 缓解 由 食管 高 敏感 引起 的 症状 .",0.19444888314353362,0.75,"['hypersensitivity', 'relieve', 'esophagus', 'surgical', 'reduction', 'symptoms', 'hypersensitive', 'reflux']","['hypersensitivity', 'relieve', 'esophagus', 'reduction', 'hypersensitive', 'reflux']",0.8143939393939394
70,"surgeons are reluctant to rely on it to select patients for fundoplication , generally preferring traditional esophageal pH monitoring for that purpose.21",外科医生不愿意依靠它来选择患者进行胃底折叠术，通常更喜欢为此目的进行传统的食管 pH 监测。 21,"外科 医师 不 愿意 依靠 MII - pH 监测 来 选择 实施 胃底 折叠 术 的 患者 , 而是 通常 更 愿意 依靠 常规 食管 pH 监测 来 选择 患者 21 .",0.2259283259864747,1.0,"['monitoring', 'esophageal']","['monitoring', 'esophageal']",1.0
71,this trial was approved by the Veterans Affairs ( VA ) central institutional review board .,该试验得到了退伍军人事务部 (VA) 中央机构审查委员会的批准。,本 试验 获得 了 退伍军人 事务部 ( VA ) 中央 机构 审查 委员会 批准 .,0.712265533616435,0.25,"['review', 'central', 'board', 'trial']",['review'],0.625
72,"the authors vouch for the completeness and accuracy of the data and for the fidelity of the trial to the protocol , available with the full text of this article at NEJM.org .",作者保证数据的完整性和准确性以及试验对方案的忠实度，方案与本文全文可在 NEJM.org 获取。,"作者 保证数据 的 完整性 和 准确性 , 并 保证 试验 对 方案 ( 试验 方案 与 本文 全文 可 在 NEJM . org 获取 ) 的 忠实度 .",0.6303855219194906,0.4,"['fidelity', 'data', 'accuracy', 'protocol', 'article', 'available', 'trial', 'text', 'completeness', 'full']","['data', 'accuracy', 'completeness', 'full']",0.8266666666666665
73,prerandomization Trial Procedures,随机化前试验程序,随机 分组 前 的 试验 程序,0.17755415586464873,0.0,['trial'],[],0.5
74,all patients who were referred to VA gastroenterology clinics for heartburn refractory to PPIs were screened ( Figure 1 ) .,所有因 PPI 难治性胃灼热而转诊至 VA 胃肠病诊所的患者均接受了筛查（图 1）。,因 PPI 难治性 胃灼热 被 转诊 至 VA 胃肠病 诊所 的 所有 患者 均 接受 了 筛选 ( 图 1 ) .,0.5390646740412733,0.4,"['1', 'figure', 'heartburn', 'refractory', 'gastroenterology']","['1', 'heartburn']",0.85
75,"initial slow recruitment of patients resulted in intratrial changes to the protocol , including revised power calculations . ( for details on prerandomization trial procedures , randomization , intratrial changes to the protocol , and the statistical analysis , see the Supplementary Appendix , available at NEJM.org. )",最初缓慢招募患者导致试验中对方案进行了更改，包括修改了功效计算。 （有关随机化前试验程序、随机化、试验方案变更和统计分析的详细信息，请参阅补充附录，可在 NEJM.org 获取。）,"患者 招募 速度 最初 很 缓慢 , 因此 在 试验 期间 对 方案 进行 了 修改 , 包括 修订 了 统计学 功效 的 计算 ( 有关 随机 分组 前 的 试验 程序 , 随机 分组 , 试验 期间 的 试验 方案 修改 及 统计学 分析 的 详细信息 , 见 补充 附录 , 补充 附录 可 在 NEJM . org 获取 ) .",0.2242019451236346,0.5,"['appendix', 'randomization', 'power', 'protocol', 'supplementary', 'initial', 'recruitment', 'available', 'trial', 'statistical analysis']","['randomization', 'protocol', 'initial', 'recruitment', 'statistical analysis']",0.8166666666666668
76,medical Treatment Groups,医疗组,药物 治疗 组,0.0,0.0,['medical treatment'],[],0.125
77,investigators and patients were unaware of whether medical treatment was active or placebo .,研究人员和患者不知道药物治疗是积极的还是安慰剂。,研究者 和 患者 不 知晓 药物 治疗 是 活性 药物 还是 安慰剂 .,0.288294662575219,0.5,"['placebo', 'active', 'medical treatment', 'unaware']","['placebo', 'active']",0.78125
78,"at all clinic visits , patients were queried about missed medication doses , and medication counts were performed .",在所有门诊就诊时，都会询问患者是否漏服药物，并进行药物计数。,"我们 在 每次 诊所 访视 中均 询问 患者 是否 漏服 药物 , 并 对 药物 进行 计数 .",0.31131762397971985,0.0,"['medication', 'clinic']",[],0.75
79,patients in both groups received active omeprazole at a dose of 20 mg twice daily throughout the trial .,在整个试验期间，两组患者均接受每天两次 20 毫克剂量的活性奥美拉唑。,"在 整个 试验 期间 , 两组 患者 均 接受 了 每日 2 次 , 每次 20 mg 剂量 的 活性 奥美拉唑 治疗 .",0.3592398587204792,0.25,"['active', 'trial', 'dose', 'twice']",['dose'],0.625
80,"after discontinuation , patients with contraindications to desipramine were declared to have treatment failure .",停药后，对地昔帕明有禁忌症的患者被宣布治疗失败。,"停药 之后 , 有 地 昔帕明 禁忌证 的 患者 被 宣布 治疗 失败 .",0.47353650290031213,1.0,"['failure', 'treatment']","['failure', 'treatment']",1.0
81,surgical Treatment Group,手术治疗组,手术 治疗 组,0.7466681393420525,0.5,"['surgical', 'treatment group']",['treatment group'],0.5
82,surgical treatment was laparoscopic Nissen fundoplication .,手术治疗为腹腔镜尼森胃底折叠术。,手术 治疗 为 腹腔镜 尼森 胃底 折叠 术 .,0.9734337006890664,0.5,"['surgical', 'treatment']",['treatment'],0.5
