,Unnamed: 0_x,English,Chinese_Google,Dict_Acc_Google,Terms_Google,Correct_Terms_Google,Unnamed: 0_y,Chinese_M2M,Dict_Acc_M2M,Terms_M2M,Correct_Terms_M2M,Unnamed: 0,Chinese_GPT,Dict_Acc_GPT,Terms_GPT,Correct_Terms_GPT,Human Eval Google,Human Eval M2M,Human Eval Medical M2M,Human Eval GPT
31,31,"after adjustment for age and sex , radiation exposure was associated with a relative risk of 1.64 for developing a new cancer .",在针对年龄和性别进行调整后，辐射暴露与患上新癌症的相对风险 1.64 相关。,0.5714285714285714,"['cancer', 'radiation', 'exposure', 'sex', 'adjustment', 'relative', 'developing', 'associated', 'age', 'risk', 'after', 'with', 'and', 'new']","['cancer', 'radiation', 'exposure', 'sex', 'age', 'risk', 'after', 'new']",31,"['在年龄和性别调整后,辐射曝光与新癌症发育的相对风险为1.64相关。']",0.5714285714285714,"['cancer', 'radiation', 'exposure', 'sex', 'adjustment', 'relative', 'developing', 'associated', 'age', 'risk', 'after', 'with', 'and', 'new']","['cancer', 'radiation', 'exposure', 'sex', 'age', 'risk', 'after', 'new']",31,根据年龄和性别调整后，辐射暴露与开发新癌症相关的相对风险为1.64。,0.5714285714285714,"['cancer', 'radiation', 'exposure', 'sex', 'adjustment', 'relative', 'developing', 'associated', 'age', 'risk', 'after', 'with', 'and', 'new']","['cancer', 'radiation', 'exposure', 'sex', 'age', 'risk', 'after', 'new']",,,,
32,32,"the highest risks were for myelodysplasia , leukemias , and breast , thyroid , and oral and pharyngeal cancers .",风险最高的是骨髓增生异常、白血病、乳腺癌、甲状腺癌、口腔癌和咽癌。,0.2,"['thyroid', 'oral', 'pharyngeal', 'breast', 'and']",['thyroid'],32,"['最高的风险是甲状腺,乳腺,甲状腺和口腔和甲状腺癌。']",0.2,"['thyroid', 'oral', 'pharyngeal', 'breast', 'and']",['thyroid'],32,最高的风险是脊髓增生异常症、白血病和乳腺癌、甲状腺癌和口腔和咽癌。,0.2,"['thyroid', 'oral', 'pharyngeal', 'breast', 'and']",['thyroid'],,,,
33,33,"however , the overall risk of cancer was still very low , so when imaging is necessary , we should not hesitate to order it .",但是，整体患癌症的风险仍然很低，因此当需要进行影像学检查时，我们应该毫不犹豫地进行检查。,0.4,"['cancer', 'order', 'still', 'low', 'necessary', 'risk', 'imaging', 'so', 'to', 'we']","['cancer', 'low', 'risk', 'so']",33,"['然而,癌症的总风险仍然很低,所以当图像需要时,我们不应该犹豫地订购它。']",0.4,"['cancer', 'order', 'still', 'low', 'necessary', 'risk', 'imaging', 'so', 'to', 'we']","['cancer', 'low', 'risk', 'so']",33,然而，癌症的整体风险仍然很低，因此，当必须进行成像时，我们不应犹豫不决。,0.4,"['cancer', 'order', 'still', 'low', 'necessary', 'risk', 'imaging', 'so', 'to', 'we']","['cancer', 'low', 'risk', 'so']",,,,
34,34,"treatment with cool running water was associated with improved outcomes , especially when administered for at least 20 minutes .",用凉爽的自来水治疗与改善结果有关，尤其是在至少持续 20 分钟的情况下。,0.5,"['water', 'running', 'associated', 'treatment', 'cool', 'with']","['water', 'treatment', 'cool']",34,"['冷流水的治疗与改善结果有关,特别是当服用至少20分钟时。']",0.5,"['water', 'running', 'associated', 'treatment', 'cool', 'with']","['water', 'treatment', 'cool']",34,Cooling the affected area with running water for at least 20 minutes is associated with improved outcomes.,0.0,"['water', 'running', 'associated', 'treatment', 'cool', 'with']",[],,,,
35,35,recent evidence suggests that burns in adults heal better when treated with cool running water ( Burns 2019 ; 45 : 433 ; PLoS One 2016 ; 11 : e0147259 ) .,最近的证据表明，成人烧伤在用凉爽的自来水处理后愈合得更好（Burns 2019；45：433；PLoS One 2016；11：e0147259）。,0.5555555555555556,"['recent', 'water', 'running', 'heal', 'evidence', 'cool', 'with', 'burns', 'that']","['water', 'heal', 'evidence', 'cool', 'burns']",35,"['最近的证据表明,燃烧在成年人治疗时愈合更好(燃烧2019;45:433;PLoS One2016;11:e0147259)。']",0.2222222222222222,"['recent', 'water', 'running', 'heal', 'evidence', 'cool', 'with', 'burns', 'that']","['heal', 'evidence']",35,最近的证据表明，成人的烧伤在用冷水冲洗后会更好地愈合（Burns 2019；45：433；PLoS One 2016；11：e0147259）。,0.5555555555555556,"['recent', 'water', 'running', 'heal', 'evidence', 'cool', 'with', 'burns', 'that']","['water', 'heal', 'evidence', 'cool', 'burns']",,,,
36,36,"to assess the effect of this treatment for pediatric burns , researchers queried an Australian burn center database that included structured interviews with patients and parents about first aid provided within 3 hours of injury , prior to burn center assessment .",为了评估这种治疗对小儿烧伤的效果，研究人员查询了澳大利亚烧伤中心的数据库，该数据库包括在烧伤中心评估之前对患者和父母进行的关于受伤 3 小时内提供的急救的结构化访谈。,0.4705882352941176,"['injury', 'parents', 'database', 'first aid', 'pediatric', 'assessment', 'treatment', 'prior', 'effect', '3', 'with', 'burns', 'burn center', 'this', 'that', 'to', 'and']","['injury', 'first aid', 'assessment', 'treatment', 'effect', 'burns', 'burn center', 'to']",36,"['为了评估这种治疗对儿科烧伤的影响,研究人员询问了澳大利亚烧伤中心的数据库,其中包括与患者和父母的结构化采访,关于在伤害后3小时内提供的第一援助,在烧伤中心的评估之前。']",0.3529411764705882,"['injury', 'parents', 'database', 'first aid', 'pediatric', 'assessment', 'treatment', 'prior', 'effect', '3', 'with', 'burns', 'burn center', 'this', 'that', 'to', 'and']","['injury', 'assessment', 'treatment', 'burns', 'burn center', 'to']",36,"为了评估这种治疗方法对儿童烧伤的影响，研究人员查询了一个包含有关受伤3小时内提供的急救、在烧伤中心评估之前的结构化采访患者和家长的澳大利亚烧伤中心数据库。

Chinese:

为了评估这种治疗方法对儿童烧伤的影响，研究人员查询了一个包含有关受伤3小时内提供的急救、在烧伤中心评估之前的结构化采访患者和家长的澳大利亚烧伤中心数据库。",0.3529411764705882,"['injury', 'parents', 'database', 'first aid', 'pediatric', 'assessment', 'treatment', 'prior', 'effect', '3', 'with', 'burns', 'burn center', 'this', 'that', 'to', 'and']","['injury', 'first aid', 'assessment', 'treatment', 'burns', 'burn center']",,,,
37,37,"patients with friction , electrical , and chemical burns as well as those with missing data were excluded .",有摩擦、电和化学灼伤的患者以及数据缺失的患者被排除在外。,0.3333333333333333,"['data', 'chemical', 'friction', 'well', 'as', 'with', 'burns', 'and', 'missing']","['data', 'friction', 'missing']",37,['被排除患有震动、电气和化学燃烧的患者以及缺乏数据的患者。'],0.2222222222222222,"['data', 'chemical', 'friction', 'well', 'as', 'with', 'burns', 'and', 'missing']","['data', 'missing']",37,"Patients with friction, electrical, and chemical burns as well as those with missing data were excluded.

Chinese:

摩擦伤、电伤、化学灼伤患者以及缺失数据的患者被排除在外。",0.3333333333333333,"['data', 'chemical', 'friction', 'well', 'as', 'with', 'burns', 'and', 'missing']","['data', 'friction', 'missing']",,,,
38,38,"although observational , this study provides fairly convincing evidence that treatment of pediatric burns with cool running water as soon as possible improves important clinical outcomes .",虽然是观察性研究，但这项研究提供了相当有说服力的证据，证明尽快用凉爽的自来水治疗小儿烧伤可改善重要的临床结果。,0.5384615384615384,"['pediatric', 'study', 'water', 'running', 'treatment', 'clinical', 'evidence', 'cool', 'as', 'with', 'burns', 'this', 'that']","['water', 'treatment', 'clinical', 'evidence', 'cool', 'burns', 'this']",38,"['虽然观察性,但这项研究提供了相当令人信服的证据,儿童烧伤的治疗用冷流水尽快改善重要临床结果。']",0.4615384615384615,"['pediatric', 'study', 'water', 'running', 'treatment', 'clinical', 'evidence', 'cool', 'as', 'with', 'burns', 'this', 'that']","['water', 'treatment', 'clinical', 'evidence', 'cool', 'burns']",38,"Although observational, this study provides fairly convincing evidence that treatment of pediatric burns with cool running water as soon as possible improves important clinical outcomes.

Chinese:

尽管是观察性的，这项研究相当有说服力地表明，尽早用冷水治疗儿童烧伤会改善重要的临床结局。",0.4615384615384615,"['pediatric', 'study', 'water', 'running', 'treatment', 'clinical', 'evidence', 'cool', 'as', 'with', 'burns', 'this', 'that']","['water', 'treatment', 'clinical', 'cool', 'burns', 'this']",,,,
39,39,"the authors note that durations longer than 20 minutes have not been shown to provide additive benefit and could be harmful , although that was not tested in this study .",作者指出，持续时间超过 20 分钟并没有显示出额外的好处，而且可能有害，尽管本研究并未对此进行测试。,0.1,"['study', 'additive', 'note', 'benefit', 'have not', 'this', 'that', 'in', 'to', 'and']",['and'],39,"['作者指出,超过20分钟的持续时间没有被证明提供添加益处,并且可能有害,尽管这项研究没有测试。']",0.0,"['study', 'additive', 'note', 'benefit', 'have not', 'this', 'that', 'in', 'to', 'and']",[],39,研究作者指出，时长超过20分钟的持续时间并没有显示出额外的益处，可能会有害，尽管这项研究并没有对此进行测试。,0.0,"['study', 'additive', 'note', 'benefit', 'have not', 'this', 'that', 'in', 'to', 'and']",[],,,,
40,40,"HbA1c was averaged over time for each patient ( mean HbA1c level for the cohort , 8.0 % ) .",对每个患者的 HbA1c 随时间进行平均（队列的平均 HbA1c 水平，8.0%）。,0.5714285714285714,"['mean', 'time', 'patient', 'level', 'cohort', 'each', 'over']","['mean', 'time', 'patient', 'level']",40,['HbA1c 是每個患者的時間平均值(每個患者的 HbA1c 水平平均值為 8.0 % )。'],0.4285714285714285,"['mean', 'time', 'patient', 'level', 'cohort', 'each', 'over']","['mean', 'patient', 'level']",40,"HbA1c was averaged over time for each patient (mean HbA1c level for the cohort, 8.0%).",0.0,"['mean', 'time', 'patient', 'level', 'cohort', 'each', 'over']",[],,,,
41,41,"thus , the authors suggest that an HbA1c target of 6.5 % to 6.9 % is reasonable .",因此，作者建议将 HbA1c 目标设定为 6.5% 至 6.9% 是合理的。,0.4,"['target', 'thus', 'suggest', 'that', 'to']","['target', 'thus']",41,"['因此,作者建议一个HbA1c目标为6.5%至6.9%是合理的。']",0.4,"['target', 'thus', 'suggest', 'that', 'to']","['target', 'thus']",41,因此，作者建议HbA1c目标在6.5%到6.9%之间是合理的。,0.4,"['target', 'thus', 'suggest', 'that', 'to']","['target', 'thus']",,,,
42,42,"no ; benefits will outweigh risks for many menopausal patients who , through discussion of research findings and shared decision making , can make informed choices about HT use .",不 ;对于许多绝经期患者而言，收益将大于风险，他们可以通过讨论研究结果和共同决策，就 HT 使用做出明智的选择。,0.5,"['research', 'who', 'shared decision making', 'menopausal', 'will', 'discussion', 'and', 'make']","['research', 'shared decision making', 'discussion', 'and']",42,"['好处将超越许多更年期患者的风险,通过讨论研究结果和共享决策,可以做出关于HT使用的有信息的选择。']",0.25,"['research', 'who', 'shared decision making', 'menopausal', 'will', 'discussion', 'and', 'make']","['research', 'discussion']",42,没有证据表明，许多更年期患者的利益会超过使用激素治疗所涉及的风险。通过讨论研究结果和共同做出决策，这些患者可以对激素治疗做出明智的选择。,0.25,"['research', 'who', 'shared decision making', 'menopausal', 'will', 'discussion', 'and', 'make']","['research', 'discussion']",,,,
43,43,hormone therapy ( HT ) is the most effective treatment for bothersome menopausal vasomotor symptoms .,激素疗法 (HT) 是治疗烦人的更年期血管舒缩症状最有效的方法。,0.5,"['hormone', 'vasomotor', 'symptoms', 'therapy', 'menopausal', 'treatment']","['hormone', 'therapy', 'treatment']",43,['荷尔蒙治疗(HT)是最有效的治疗缓慢的更年期血管症状。'],0.3333333333333333,"['hormone', 'vasomotor', 'symptoms', 'therapy', 'menopausal', 'treatment']","['therapy', 'treatment']",43,hormone therapy (HT) is the most effective treatment for bothersome menopausal vasomotor symptoms.,0.0,"['hormone', 'vasomotor', 'symptoms', 'therapy', 'menopausal', 'treatment']",[],,,,
44,44,both regimens raised risk for stroke and venous thromboembolism but lowered risk for fractures and diabetes .,这两种方案都会增加中风和静脉血栓栓塞的风险，但会降低骨折和糖尿病的风险。,0.6666666666666666,"['diabetes', 'stroke', 'venous', 'thromboembolism', 'risk', 'raised', 'fractures', 'but', 'and']","['diabetes', 'stroke', 'thromboembolism', 'risk', 'fractures', 'but']",44,"['两种饮食都增加了中风和血管肿瘤的风险,但减少了裂缝和糖尿病的风险。']",0.4444444444444444,"['diabetes', 'stroke', 'venous', 'thromboembolism', 'risk', 'raised', 'fractures', 'but', 'and']","['diabetes', 'stroke', 'risk', 'but']",44,两种方案都会增加患中风和静脉血栓栓塞的风险，但降低了患骨折和糖尿病的风险。,0.6666666666666666,"['diabetes', 'stroke', 'venous', 'thromboembolism', 'risk', 'raised', 'fractures', 'but', 'and']","['diabetes', 'stroke', 'thromboembolism', 'risk', 'fractures', 'but']",,,,
45,45,"although observational studies over the past several decades have linked HT to increased breast cancer risk , the specific associations with HT formulation , route of delivery , and duration have been poorly studied .",尽管过去几十年的观察性研究已将 HT 与乳腺癌风险增加联系起来，但与 HT 配方、分娩途径和持续时间的具体关联研究很少。,0.4166666666666667,"['breast cancer', 'delivery', 'risk', 'specific', 'formulation', 'duration', 'with', 'have', 'over', 'to', 'and', 'past']","['breast cancer', 'delivery', 'risk', 'duration', 'over']",45,"['虽然过去几十年的观测研究将HT与乳腺癌风险增加有关,但与HT的具体组成、分娩路径和持续时间的具体联系已被研究不佳。']",0.5,"['breast cancer', 'delivery', 'risk', 'specific', 'formulation', 'duration', 'with', 'have', 'over', 'to', 'and', 'past']","['breast cancer', 'delivery', 'risk', 'duration', 'have', 'over']",45,尽管过去几十年来的观察性研究已经将女性激素与乳腺癌风险增加联系起来，但是具体与女性激素的配方、服用方式和持续时间的关联仍研究得不够透彻。,0.3333333333333333,"['breast cancer', 'delivery', 'risk', 'specific', 'formulation', 'duration', 'with', 'have', 'over', 'to', 'and', 'past']","['breast cancer', 'risk', 'duration', 'over']",,,,
